Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Ganodermataceae	 g__Ganoderma	OTU_284
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Cosmospora	OTU_354
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Cochliobolus	OTU_886
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_1084
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_1293
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Phycomycetaceae	 g__Spinellus	OTU_693
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Veronaea	OTU_82
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Cephalosporium	OTU_391
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Scytalidium	OTU_229
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Leotiomycetes_Incertae sedis_Incertae sedis	 f__Leotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Geomyces	OTU_233
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1767
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_218
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_193
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Psilocybe	OTU_139
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1458
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Scedosporium	OTU_166
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Cyberlindnera	OTU_265
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Cladobotryum	OTU_379
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Gymnoascaceae	 g__Gymnoascus	OTU_856
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_1350
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4494
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Corticiales	 f__Corticiaceae	 g__Waitea	OTU_274
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Glomerales	 f__Glomeraceae	 g__Glomus	OTU_2096
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Chalara	OTU_394
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_479
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Sporormiaceae	 g__Preussia	OTU_884
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Hypocrea	OTU_1100
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_646
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_286
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_669
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1058
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1448
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_4764
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_2461
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2638
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_609
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4295
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Acaulosporaceae	 g__Acaulospora	OTU_4282
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_98
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1319
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_1311
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_1085
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_390
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_967
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Volutella	OTU_205
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Bondarzewiaceae	 g__Heterobasidion	OTU_604
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_926
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_363
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_574
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_455
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Glomerales	 f__Glomeraceae	 g__Glomus	OTU_4860
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Monacrosporium	OTU_624
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Paraglomerales	 f__Paraglomeraceae	 g__Paraglomus	OTU_2489
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_766
 k__Fungi	 p__Blastocladiomycota	 c__Blastocladiomycetes	 o__Blastocladiales	 f__Blastocladiaceae	 g__Blastocladiella	OTU_300
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Strobilurus	OTU_829
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Galactomyces	OTU_5452
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Dwayaangam	OTU_414
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Embellisia	OTU_1057
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Bionectria	OTU_3654
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Leccinum	OTU_1166
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1107
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_2482
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_920
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Tetracladium	OTU_502
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Gliomastix	OTU_5202
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_1736
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Udeniomyces	OTU_4132
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1835
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_509
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Cephalotrichum	OTU_493
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_787
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_936
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_678
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_913
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_2020
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1186
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_1065
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Leotiomycetes_Incertae sedis_Incertae sedis	 f__Leotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Geomyces	OTU_424
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_189
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4840
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Cosmospora	OTU_235
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_400
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4825
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3801
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreomycetidae_Incertae sedis	 f__Plectosphaerellaceae	 g__Verticillium	OTU_314
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_1331
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hebelomataceae	 g__Hebeloma	OTU_416
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_1721
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_934
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_601
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Leptosphaeriaceae	 g__Coniothyrium	OTU_2104
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_153
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_313
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Coleosporiaceae	 g__Chrysomyxa	OTU_745
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1040
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_4684
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3673
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Lophiostomataceae	 g__Massarina	OTU_978
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriomycetidae_Incertae sedis	 f__Rhynchostomataceae	 g__Rhynchostoma	OTU_5370
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiomycetes_Incertae sedis_Incertae sedis	 f__Eurotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Sarcinomyces	OTU_403
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_2336
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2553
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_3670
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1766
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Cladosporium	OTU_2203
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporales_Incertae sedis	 g__Pyrenochaeta	OTU_906
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Hyponectriaceae	 g__Microdochium	OTU_1066
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Humicola	OTU_489
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Nectria	OTU_445
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreomycetidae_Incertae sedis	 f__Plectosphaerellaceae	 g__Plectosphaerella	OTU_3896
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Paecilomyces	OTU_785
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_739
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Gigasporaceae	 g__Gigaspora	OTU_3175
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_569
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Bullera	OTU_3999
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_287
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pilaira	OTU_534
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_3962
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Pseudeurotiaceae	 g__Pseudeurotium	OTU_1182
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Cryptotrichosporon	OTU_1290
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1185
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Epicoccum	OTU_521
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Torula	OTU_2254
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Cephalothecaceae	 g__Cephalotheca	OTU_709
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_641
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycopsidaceae	 g__Saccharomycopsis	OTU_1183
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Sphacelia	OTU_192
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1675
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Perenniporia	OTU_1929
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Fibroporia	OTU_3904
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_699
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_5207
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Leucoagaricus	OTU_303
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Cordycipitaceae	 g__Lecanicillium	OTU_248
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Verrucariales	 f__Verrucariaceae	 g__Agonimia	OTU_1909
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Dendryphion	OTU_1521
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Beauveria	OTU_765
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Metarhizium	OTU_453
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_901
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_407
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Ramicandelaber	OTU_997
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_2426
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Cystofilobasidium	OTU_255
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniastraceae	 g__Pucciniastrum	OTU_1139
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1277
 k__Fungi	 p__Ascomycota	 c__Ascomycota_Incertae sedis_Incertae sedis	 o__Ascomycota_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 f__Ascomycota_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Ilyonectria	OTU_174
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_2247
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2447
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Gigasporaceae	 g__Gigaspora	OTU_1671
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Exobasidiomycetidae_Incertae sedis	 f__Exobasidiomycetidae_Incertae sedis_Incertae sedis	 g__Tilletiopsis	OTU_3850
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_5481
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Ramaria	OTU_2152
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_670
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pilaira	OTU_1242
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_5106
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Cladosporium	OTU_1135
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Clavariadelphus	OTU_186
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Paecilomyces	OTU_404
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_401
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Chaetosphaeriales	 f__Chaetosphaeriaceae	 g__Kylindria	OTU_1072
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Hapalopilaceae	 g__Spongipellis	OTU_2884
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_638
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_2775
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Stereocaulaceae	 g__Lepraria	OTU_631
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_384
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Eurotiales_Incertae sedis	 g__Thermomyces	OTU_1696
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_571
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_1067
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Penicillium	OTU_1136
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Geastrales	 f__Geastraceae	 g__Geastrum	OTU_1567
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_649
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_578
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_1512
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporales_Incertae sedis	 g__Phoma	OTU_4544
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_4442
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Hypocrea / Trichoderma	OTU_623
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Cordycipitaceae	 g__Isaria	OTU_1737
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1690
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Trichoderma	OTU_916
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_550
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Aspergillus	OTU_827
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Entylomatales	 f__Entylomataceae	 g__Entyloma	OTU_2039
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_3265
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_873
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_551
